% Model:              temp.mph
% Version:            COMSOL 5.4.0.225
% Date:               May 8 2023, 22:08
% Dimension:          3
% Nodes:              218
% Expressions:        1
% Description:        体
% X                       Y                        Z                        Color
0                         0.5                      3                        -0.05562583894445877
0.5                       0.5000000000000001       3                        -0.038620750720376844
0.5                       0                        3                        -0.035158387896766286
0                         1                        2.9999999999999996       -0.05885115738152378
0.5000000000000002        1.0000000000000002       3.0000000000000004       -0.04168925255166672
1.0000000000000002        0.5000000000000001       3.0000000000000004       -0.021527343151198464
1                         0                        2.9999999999999996       -0.018221796933363052
0                         1.5                      3                        -0.06168261482626811
0.5                       1.5000000000000002       3                        -0.04436389339063591
1.0000000000000002        1.0000000000000002       3.0000000000000004       -0.0244390283767132
1.5000000000000002        0.5                      3.0000000000000004       -0.004345616236923635
1.5                       0                        3                        -0.0011968866248633606
0                         2                        2.9999999999999996       -0.06412021127869176
0.5                       2                        3.0000000000000004       -0.04664467323728442
1                         1.5000000000000002       3                        -0.02695685260990725
1.5000000000000002        1                        3.000000000000001        -0.0071004848566632315
2                         0.5                      3.0000000000000004       0.01292443002244764
2                         0                        2.9999999999999996       0.015916343028732773
0                         2.5000000000000004       3.0000000000000004       -0.06616394673879472
0.5                       2.5000000000000004       3.0000000000000013       -0.048531592091612244
1                         2                        3.0000000000000004       -0.02908081585078061
1.5                       1.5                      3                        -0.009461492484082134
2.0000000000000004        1                        3.0000000000000004       0.01032637800848319
2.5000000000000004        0.5                      3.000000000000001        0.030282795626915368
2.5000000000000004        0                        3.0000000000000004       0.033117892027425364
0                         1.0000000000000002       2.5                      -0.06157335908944846
0                         0.5                      2.5                      -0.05993021561666553
0                         1.5000000000000002       2.500000000000001        -0.06282264156991071
0                         2                        2.5000000000000004       -0.06367806305805225
0                         2.5                      2.5000000000000004       -0.06413962355387315
0                         3.0000000000000004       2.5000000000000013       -0.06420732305737334
0                         1.5000000000000002       2.0000000000000004       -0.06088434615946297
0                         1                        2                        -0.0612172386432828
0                         2.0000000000000004       2.0000000000000004       -0.060157592683322436
0                         2.5                      2                        -0.05903697821486123
0                         3                        2.0000000000000004       -0.05752250275407933
0                         2                        1.5                      -0.05355880015450227
0                         1.5                      1.5                      -0.05586772859492488
0                         2.5000000000000004       1.5000000000000004       -0.050856010721758986
0                         3                        1.5                      -0.047759360296694996
0                         2.5                      1.0000000000000002       -0.0395967210745664
0                         2                        0.9999999999999998       -0.04388168547159177
0                         3                        1.0000000000000004       -0.03491789568522033
0                         3.000000000000001        0.5000000000000007       -0.018998108919655338
0                         2.5000000000000004       0.5000000000000002       -0.02525910927328348
0                         0                        3                        -0.052006659515073064
0                         3                        3                        -0.06781382120657699
3                         0                        3                        0.050407760371214395
0                         3                        0                        0
0                         0                        0.5                      -0.028508572477899296
0.5                       0                        1.0000000000000002       -0.03125127730790327
0.5                       0                        0.5                      -0.010433703768633736
0                         0                        1                        -0.04908082659897706
0.5000000000000002        0                        1.5000000000000002       -0.044132532490351296
1.0000000000000002        0                        1.5000000000000002       -0.026459983272372794
1                         0                        1                        -0.013333408671733014
0                         0                        1.5                      -0.061716762363233334
0.5                       0                        2                        -0.049077469315977805
1.0000000000000002        0                        2.0000000000000004       -0.031650239516191066
1.5000000000000002        0                        2                        -0.014134690371307861
1.5                       0                        1.5                      -0.008699114709297844
0                         0                        2                        -0.06641637977066808
0.5                       0                        2.5                      -0.046086087784782806
1                         0                        2.5                      -0.028904177403187813
1.5000000000000002        0                        2.5000000000000004       -0.011633947676496368
2                         0                        2.5                      0.0057246013952915184
2                         0                        2                        0.0034691781186717827
0                         0                        2.5000000000000004       -0.06317967882128132
2.5000000000000004        0                        2.5000000000000004       0.023171469812175872
0                         0.5                      0.5000000000000001       -0.027858679836976128
0                         0.5                      0                        0
0                         0.5000000000000002       1.0000000000000002       -0.04778104131713074
0                         0.5                      1.5000000000000002       -0.05976708444046385
0                         0.5                      2                        -0.06381680920697545
0                         1.0000000000000002       0.5000000000000001       -0.027208787196052967
0                         1                        0                        0
0                         1.0000000000000002       1.0000000000000002       -0.04648125603528442
0                         1                        1.5000000000000002       -0.05781740651769437
0                         1.5000000000000002       0.5                      -0.026558894555129803
0                         1.5                      0                        0
0                         1.5000000000000002       1                        -0.0451814707534381
0                         2                        0.5                      -0.025909001914206642
0                         2                        0                        0
0                         2.5000000000000004       0                        0
0                         0                        0                        0
0.5                       0                        0                        0
0.5000000000000001        0.5                      0                        0
1                         0                        0                        0
1.0000000000000002        0.5000000000000002       0                        0
0.5000000000000001        1.0000000000000002       0                        0
1.5                       0                        0                        0
1.5000000000000002        0.5                      0                        0
1.0000000000000002        1.0000000000000002       0                        0
0.5                       1.5000000000000002       0                        0
2                         0                        0                        0
2                         0.5                      0                        0
1.5000000000000002        1                        0                        0
1                         1.5000000000000002       0                        0
0.5                       2                        0                        0
2.5000000000000004        0                        0                        0
2.5000000000000004        0.5                      0                        0
2                         1                        0                        0
1.5                       1.5                      0                        0
1                         2.0000000000000004       0                        0
0.5                       2.5000000000000004       0                        0
1.0000000000000002        0                        0.5                      -0.004206176194488598
1.5000000000000002        0                        0.5000000000000002       0.002021351379656539
2                         0                        0.5                      0.008248878953801678
2.5                       0                        0.5                      0.014476406527946815
3.0000000000000004        0                        0.5                      0.020703934102091957
1.5000000000000002        0                        1.0000000000000002       -8.783535234427424E-4
2.0000000000000004        0                        1.0000000000000002       0.011576701624847531
2.5                       0                        1                        0.02403175677313781
3                         0                        1                        0.036486811921428074
2                         0                        1.5000000000000002       0.009983468013137566
